CourseCode;Name;StartDate;EndDate;Location;MaterialType;Description;MatCode;MainCategory;SubCategory1;SubCategory2
570102;Architecting on AWS;25.11.2019;27.11.2019;Pasila;PDF;Architecting on AWS -kurssi auttaa sinua muodostamaan kokonaiskuvan AWS:stä palveluna, sen mahdollisuudet ja toiminnallisuudet, joita voit hyödyntää omien ratkaisujesi pohjana. Skaalautuvana järjestelmänä AWS mahdollistaa minimaaliset aloitusvaatimukset ja eksponentiaalisen kasvun!;True;Technology;Infra;Amazon Web Services (AWS);
570103;Architecting on AWS;25.11.2019;27.11.2019;Online;PDF;Architecting on AWS -kurssi auttaa sinua muodostamaan kokonaiskuvan AWS:stä palveluna, sen mahdollisuudet ja toiminnallisuudet, joita voit hyödyntää omien ratkaisujesi pohjana. Skaalautuvana järjestelmänä AWS mahdollistaa minimaaliset aloitusvaatimukset ja eksponentiaalisen kasvun!;True;Technology;Infra;Amazon Web Services (AWS);
568839;CL210 Red Hat OpenStack Administration II;25.11.2019;28.11.2019;Pasila;Kirja tai muu tuloste;Introduction to Red Hat OpenStack Platform configuration and administration of private cloud infrastructure using core OpenStack services;True;Technology;Infra;Red Hat;
569998;JB248 Red Hat JBoss Application Administration I;25.11.2019;29.11.2019;Pasila;Kirja tai muu tuloste;Install, configure, and manage Red Hat JBoss Enterprise Application Platform;True;Technology;Software Development;Java;
570184;JB248 Red Hat JBoss Application Administration I;2.3.2020;6.3.2020;Pasila;Kirja tai muu tuloste;Install, configure, and manage Red Hat JBoss Enterprise Application Platform;True;Technology;Software Development;Java;
568825;RH135 Red Hat System Administration II with RHCSA exam;16.9.2019;20.9.2019;Pasila;Kirja tai muu tuloste;Teaches and validates the key tasks needed to become a full-time Linux administrator;False;Technology;Infra;Red Hat;
568826;RH135 Red Hat System Administration II with RHCSA exam;4.11.2019;8.11.2019;Pasila;Kirja tai muu tuloste;Teaches and validates the key tasks needed to become a full-time Linux administrator;False;Technology;Infra;Red Hat;
570177;RH135 Red Hat System Administration II with RHCSA exam;10.2.2020;14.2.2020;Pasila;Kirja tai muu tuloste;Teaches and validates the key tasks needed to become a full-time Linux administrator;False;Technology;Infra;Red Hat;
570178;RH135 Red Hat System Administration II with RHCSA exam;11.5.2020;15.5.2020;Pasila;Kirja tai muu tuloste;Teaches and validates the key tasks needed to become a full-time Linux administrator;False;Technology;Infra;Red Hat;
568817;RH403 Red Hat Satellite 6 Administration;2.9.2019;5.9.2019;Pasila;Kirja tai muu tuloste;Learn how to install Red Hat Satellite 6;True;Technology;Infra;Red Hat;
569942;RH403 Red Hat Satellite 6 Administration;11.11.2019;14.11.2019;Pasila;Kirja tai muu tuloste;Learn how to install Red Hat Satellite 6;True;Technology;Infra;Red Hat;
568814;RH124 Red Hat System Administration I;14.10.2019;18.10.2019;Pasila;Kirja tai muu tuloste;The first of two courses covering the core system administration tasks needed to manage Red Hat Enterprise Linux servers;True;Technology;Infra;Red Hat;
570172;RH124 Red Hat System Administration I;20.1.2020;24.1.2020;Pasila;Kirja tai muu tuloste;The first of two courses covering the core system administration tasks needed to manage Red Hat Enterprise Linux servers;True;Technology;Infra;Red Hat;
570173;RH124 Red Hat System Administration I;20.4.2020;24.4.2020;Pasila;Kirja tai muu tuloste;The first of two courses covering the core system administration tasks needed to manage Red Hat Enterprise Linux servers;True;Technology;Infra;Red Hat;
568823;RH134 Red Hat System Administration II;16.9.2019;19.9.2019;Pasila;Kirja tai muu tuloste;Focuses on the key tasks needed to become a full-time Linux administrator;False;Technology;Infra;Red Hat;
568824;RH134 Red Hat System Administration II;4.11.2019;7.11.2019;Pasila;Kirja tai muu tuloste;Focuses on the key tasks needed to become a full-time Linux administrator;False;Technology;Infra;Red Hat;
570176;RH134 Red Hat System Administration II;10.2.2020;13.2.2020;Pasila;Kirja tai muu tuloste;Focuses on the key tasks needed to become a full-time Linux administrator;False;Technology;Infra;Red Hat;
570179;RH134 Red Hat System Administration II;11.5.2020;14.5.2020;Pasila;Kirja tai muu tuloste;Focuses on the key tasks needed to become a full-time Linux administrator;False;Technology;Infra;Red Hat;
568840;CL211 Red Hat OpenStack Administration II with exam;25.11.2019;29.11.2019;Pasila;Kirja tai muu tuloste;Install, configure, and maintain Red Hat OpenStack Platform;True;Technology;Infra;Red Hat;
568780;RH199 RHCSA Rapid Track Course;30.9.2019;3.10.2019;Pasila;Kirja tai muu tuloste;Learn essential Red Hat Enterprise Linux 8 tasks and methods in a condensed format;True;Technology;Infra;Red Hat;
569967;RH199 RHCSA Rapid Track Course;28.10.2019;31.10.2019;Pasila;Kirja tai muu tuloste;Learn essential Red Hat Enterprise Linux 8 tasks and methods in a condensed format;True;Technology;Infra;Red Hat;
568779;RH200 RHCSA Rapid Track Course with Exam;30.9.2019;4.10.2019;Pasila;Kirja tai muu tuloste;Master essential Red Hat Enterprise Linux 8 tasks and methods in a condensed format;True;Technology;Infra;Red Hat;
569966;RH200 RHCSA Rapid Track Course with Exam;28.10.2019;1.11.2019;Pasila;Kirja tai muu tuloste;Master essential Red Hat Enterprise Linux 8 tasks and methods in a condensed format;True;Technology;Infra;Red Hat;
569242;Robot Framework jatko;25.9.2019;26.9.2019;Pasila;PDF;Kurssin jälkeen ymmärrät miten voit Python-kieltä käyttäen luoda omia kirjastoja tai laajentaa jo olemassa olevia. Opit hyödyntämään Robot Frameworkia myös muiden kuin selainpohjaisten sovellusten testaamisessa. Kurssin jälkeen ymmärrät miten minimoit ylläpidon, dokumentoinnin luomisen ja esimerkiksi  muuttujien käsittelyn.;True;Technology;Testing;;
569175;Tilannejohtaminen - Situational Leadership® II;30.10.2019;31.10.2019;Pasila;PDF;The Ken Blanchard Companies® kehittämä Tilannejohtaminen - Situational Leadership® II (SLII) on laajimmin maailmassa käytetty johtamisen malli. Se opettaa johtajat käyttämään johdettavan tarpeiden mukaista ja tilanteeseen sopivaa johtamistyyliä. Valmennus on interaktiivinen ja käyttää tehokkaita tekniikoita SLII mallin oppimiseen nopeasti ja tehokkaasti.;True;Leadership;Project Management;;
568759;10962 Advanced Windows PowerShell Scripting;2.9.2019;4.9.2019;Pasila;PDF;IT-ammattilaisen välttämättömiin taitoihin kuuluu nykyisin PowerShell. Jo perustaidot auttavat paljon, mutta lisäopettelun kautta voit huomattavasti nostaa automaation astetta ja tuottavuutta.;True;Technology;Infra;Windows Workstations;
568760;10962 Advanced Windows PowerShell Scripting;2.9.2019;4.9.2019;Online;PDF;IT-ammattilaisen välttämättömiin taitoihin kuuluu nykyisin PowerShell. Jo perustaidot auttavat paljon, mutta lisäopettelun kautta voit huomattavasti nostaa automaation astetta ja tuottavuutta.;True;Technology;Infra;Windows Workstations;
568362;10962 Advanced Windows PowerShell Scripting;4.9.2019;6.9.2019;Pasila;PDF;IT-ammattilaisen välttämättömiin taitoihin kuuluu nykyisin PowerShell. Jo perustaidot auttavat paljon, mutta lisäopettelun kautta voit huomattavasti nostaa automaation astetta ja tuottavuutta.;True;Technology;Infra;Windows Workstations;
568363;10962 Advanced Windows PowerShell Scripting;4.9.2019;6.9.2019;Online;PDF;IT-ammattilaisen välttämättömiin taitoihin kuuluu nykyisin PowerShell. Jo perustaidot auttavat paljon, mutta lisäopettelun kautta voit huomattavasti nostaa automaation astetta ja tuottavuutta.;True;Technology;Infra;Windows Workstations;
569022;Projektihallinnan valmennus ICT-projektipäälliköille;3.10.2019;4.10.2019;Pasila;PDF;Kuinka osaat toimia haastavassa ja alati muuttuvassa projektimaailmassa? Mitä sinun pitää tietää ja tehdä onnistuaksesi ICT-projekteissa?;True;Leadership;Project Management;;
568915;Office 365- tai Exchange-sähköpostin hallinta;16.9.2019;18.9.2019;Pasila;PDF;Tämä kurssi keskittyy sähköpostiympäristön ja sen eri toimintojen hallintaan, oli se sitten Office 365:n osana tai paikallisilla Exchange 2016/2013 -palvelimilla. Jos työskentelet hallinnan lisäksi Exchange 2016/2013:n asennuksien ja käyttöönottojen parissa, suosittelemme lisäksi kurssien 20345-1 ja 20345-2 käymistä.;True;Technology;Infra;Exchange, Skype and Sharepoint;
568916;Office 365- tai Exchange-sähköpostin hallinta;16.9.2019;18.9.2019;Online;PDF;Tämä kurssi keskittyy sähköpostiympäristön ja sen eri toimintojen hallintaan, oli se sitten Office 365:n osana tai paikallisilla Exchange 2016/2013 -palvelimilla. Jos työskentelet hallinnan lisäksi Exchange 2016/2013:n asennuksien ja käyttöönottojen parissa, suosittelemme lisäksi kurssien 20345-1 ja 20345-2 käymistä.;True;Technology;Infra;Exchange, Skype and Sharepoint;
568957;Excel PowerPivot;2.9.2019;3.9.2019;Pasila;;Haluatko yhdistää ja analysoida tietoa monesta eri lähteestä ja esittää sen valmiina raporttina? PowerPivot on parasta, mitä Excelissä on tapahtunut todella pitkään aikaan. Se on mahtava työkalu, jolla noudetaan, analysoidaan ja mallinnetaan tietoa valmiiksi raportoitavaan muotoon.;True;Productivity;Business Applications;Spreadsheets and Reporting;
568958;Excel PowerPivot (TB);2.9.2019;3.9.2019;Online;;Haluatko yhdistää ja analysoida tietoa monesta eri lähteestä ja esittää sen valmiina raporttina? PowerPivot on parasta, mitä Excelissä on tapahtunut todella pitkään aikaan. Se on mahtava työkalu, jolla noudetaan, analysoidaan ja mallinnetaan tietoa valmiiksi raportoitavaan muotoon.;True;Productivity;Business Applications;Spreadsheets and Reporting;
568959;Excel PowerPivot;5.11.2019;6.11.2019;Pasila;;Haluatko yhdistää ja analysoida tietoa monesta eri lähteestä ja esittää sen valmiina raporttina? PowerPivot on parasta, mitä Excelissä on tapahtunut todella pitkään aikaan. Se on mahtava työkalu, jolla noudetaan, analysoidaan ja mallinnetaan tietoa valmiiksi raportoitavaan muotoon.;True;Productivity;Business Applications;Spreadsheets and Reporting;
568960;Excel PowerPivot;5.11.2019;6.11.2019;Online;;Haluatko yhdistää ja analysoida tietoa monesta eri lähteestä ja esittää sen valmiina raporttina? PowerPivot on parasta, mitä Excelissä on tapahtunut todella pitkään aikaan. Se on mahtava työkalu, jolla noudetaan, analysoidaan ja mallinnetaan tietoa valmiiksi raportoitavaan muotoon.;True;Productivity;Business Applications;Spreadsheets and Reporting;
568492;Microsoft Dynamics 365 Customer Engagement (CRM) peruskurssi;2.9.2019;2.9.2019;Pasila;Kirja tai muu tuloste;&nbsp;Microsoft Dynamics 365 Customer Engagement (CRM) uusi Unified Interface -käyttöliittymä - Peruskurssi&nbsp;Dynamics 365 CRM:n uusi käyttöliittymä Unified Interface, tuli monelle käyttäjälle pienoisena yllätyksenä. Erot perinteiseen Customer Engagement -käyttöliittymään ovat käyttäjän kannalta merkittävät ja monet ovat kokeneet muutokset hankalina. Unified Interface on mainio juttu, mutta vaatii hieman tarkastelua ja tutustumista.&nbsp;Pidämme päivän mittaisen Dynamics 365 CRM -peruskoulutuksen, jossa käymme läpi toimintoja ja toimintatapoja Unified Interface -käyttöliittymässä.&nbsp;&nbsp;;True;Productivity;Sales and Marketing;CRM Courses;
568493;Microsoft Dynamics 365 Customer Engagement (CRM) peruskurssi;2.9.2019;2.9.2019;Online;Kirja tai muu tuloste;&nbsp;Microsoft Dynamics 365 Customer Engagement (CRM) uusi Unified Interface -käyttöliittymä - Peruskurssi&nbsp;Dynamics 365 CRM:n uusi käyttöliittymä Unified Interface, tuli monelle käyttäjälle pienoisena yllätyksenä. Erot perinteiseen Customer Engagement -käyttöliittymään ovat käyttäjän kannalta merkittävät ja monet ovat kokeneet muutokset hankalina. Unified Interface on mainio juttu, mutta vaatii hieman tarkastelua ja tutustumista.&nbsp;Pidämme päivän mittaisen Dynamics 365 CRM -peruskoulutuksen, jossa käymme läpi toimintoja ja toimintatapoja Unified Interface -käyttöliittymässä.&nbsp;&nbsp;;True;Productivity;Sales and Marketing;CRM Courses;
570104;Microsoft Dynamics 365 Customer Engagement (CRM) uusi Unified Interface -käyttöliittymä peruskurssi;28.10.2019;28.10.2019;Pasila;Kirja tai muu tuloste;&nbsp;Microsoft Dynamics 365 Customer Engagement (CRM) uusi Unified Interface -käyttöliittymä - Peruskurssi&nbsp;Dynamics 365 CRM:n uusi käyttöliittymä Unified Interface, tuli monelle käyttäjälle pienoisena yllätyksenä. Erot perinteiseen Customer Engagement -käyttöliittymään ovat käyttäjän kannalta merkittävät ja monet ovat kokeneet muutokset hankalina. Unified Interface on mainio juttu, mutta vaatii hieman tarkastelua ja tutustumista.&nbsp;Pidämme päivän mittaisen Dynamics 365 CRM -peruskoulutuksen, jossa käymme läpi toimintoja ja toimintatapoja Unified Interface -käyttöliittymässä.&nbsp;&nbsp;;True;Productivity;Sales and Marketing;CRM Courses;
570105;Microsoft Dynamics 365 Customer Engagement (CRM) uusi Unified Interface -käyttöliittymä peruskurssi;28.10.2019;28.10.2019;Online;Kirja tai muu tuloste;&nbsp;Microsoft Dynamics 365 Customer Engagement (CRM) uusi Unified Interface -käyttöliittymä - Peruskurssi&nbsp;Dynamics 365 CRM:n uusi käyttöliittymä Unified Interface, tuli monelle käyttäjälle pienoisena yllätyksenä. Erot perinteiseen Customer Engagement -käyttöliittymään ovat käyttäjän kannalta merkittävät ja monet ovat kokeneet muutokset hankalina. Unified Interface on mainio juttu, mutta vaatii hieman tarkastelua ja tutustumista.&nbsp;Pidämme päivän mittaisen Dynamics 365 CRM -peruskoulutuksen, jossa käymme läpi toimintoja ja toimintatapoja Unified Interface -käyttöliittymässä.&nbsp;&nbsp;;True;Productivity;Sales and Marketing;CRM Courses;
570199;10961 Automating Administration with Windows PowerShell;5.11.2019;7.11.2019;Pasila;;PowerShell on jatkossa - ja jo tänään - osa IT-ammattilaisen välttämättömiä taitoja. Oletko jo päässyt käyttämään PowerShell-komentoja ja palat halusta oppia PowerShellin hyödyntämisestä kaiken?;True;Technology;Infra;Windows Workstations;
570200;10961 Automating Administration with Windows PowerShell;5.11.2019;7.11.2019;Online;;PowerShell on jatkossa - ja jo tänään - osa IT-ammattilaisen välttämättömiä taitoja. Oletko jo päässyt käyttämään PowerShell-komentoja ja palat halusta oppia PowerShellin hyödyntämisestä kaiken?;True;Technology;Infra;Windows Workstations;
570201;10961 Automating Administration with Windows PowerShell;27.1.2020;29.1.2020;Pasila;;PowerShell on jatkossa - ja jo tänään - osa IT-ammattilaisen välttämättömiä taitoja. Oletko jo päässyt käyttämään PowerShell-komentoja ja palat halusta oppia PowerShellin hyödyntämisestä kaiken?;True;Technology;Infra;Windows Workstations;
570202;10961 Automating Administration with Windows PowerShell;27.1.2020;29.1.2020;Online;;PowerShell on jatkossa - ja jo tänään - osa IT-ammattilaisen välttämättömiä taitoja. Oletko jo päässyt käyttämään PowerShell-komentoja ja palat halusta oppia PowerShellin hyödyntämisestä kaiken?;True;Technology;Infra;Windows Workstations;
569457;Tietoturvan perusteet;26.9.2019;26.9.2019;Online;;Tietoturvaan kuuluu kaikkea. Yksi asia, toinen, kolmas jne. - ne kaikki. Tämän kurssipäivän aikana saat helikopterikuvan tietoturvallisuuden teknisestä kokonaisuudesta. Päivän aikana tehdään myös muutama välilasku ja tarkastellaan asioita tarkemminkin.;True;Technology;Information Security;;
569455;Tietoturvan perusteet;26.9.2019;26.9.2019;Pasila;;Tietoturvaan kuuluu kaikkea. Yksi asia, toinen, kolmas jne. - ne kaikki. Tämän kurssipäivän aikana saat helikopterikuvan tietoturvallisuuden teknisestä kokonaisuudesta. Päivän aikana tehdään myös muutama välilasku ja tarkastellaan asioita tarkemminkin.;True;Technology;Information Security;;
570005;PRINCE2® Foundation (eLearning-itseopiskelupaketti);17.9.2019;17.9.2019;Online;PDF;Hanki virallinen ja kansainvälisesti hyväksytty PRINCE2®-projektijohtamisen sertifikaatti nopeasti ja edullisesti.;True;Leadership;Project Management;;
570013;SharePoint sisällöntuottajalle;9.12.2019;10.12.2019;Pasila;PDF;SharePointin sisällöntuotantotyökaluissa on tapahtunut paljon uudistuksia viime aikoina. Office 365:n ja SharePoint 2019:n mukana tuleva moderni käyttöliittymä tuo mukanaan uusia työkaluja ja uuden tavan tuottaa sisältöä. Kun haluat päivittää sisällöntuotanto-osaamistasi tai SharePoint on ihan uusi tuttavuus sinulle, niin tällä kaksipäiväisellä kurssilla opit kaiken olennaisen, mitä sinun tulee SharePointin sisällöntuotannosta ja -hallinnasta tietää. Me haluamme olla mukana auttamassa sinua luomaan kaikkien aikojen hienointa SharePoint-sivustoa!;False;Productivity;Business Applications;SharePoint;
570014;SharePoint sisällöntuottajalle;9.12.2019;10.12.2019;Online;PDF;SharePointin sisällöntuotantotyökaluissa on tapahtunut paljon uudistuksia viime aikoina. Office 365:n ja SharePoint 2019:n mukana tuleva moderni käyttöliittymä tuo mukanaan uusia työkaluja ja uuden tavan tuottaa sisältöä. Kun haluat päivittää sisällöntuotanto-osaamistasi tai SharePoint on ihan uusi tuttavuus sinulle, niin tällä kaksipäiväisellä kurssilla opit kaiken olennaisen, mitä sinun tulee SharePointin sisällöntuotannosta ja -hallinnasta tietää. Me haluamme olla mukana auttamassa sinua luomaan kaikkien aikojen hienointa SharePoint-sivustoa!;False;Productivity;Business Applications;SharePoint;
570015;SharePoint sisällöntuottajalle;12.2.2020;13.2.2020;Pasila;PDF;SharePointin sisällöntuotantotyökaluissa on tapahtunut paljon uudistuksia viime aikoina. Office 365:n ja SharePoint 2019:n mukana tuleva moderni käyttöliittymä tuo mukanaan uusia työkaluja ja uuden tavan tuottaa sisältöä. Kun haluat päivittää sisällöntuotanto-osaamistasi tai SharePoint on ihan uusi tuttavuus sinulle, niin tällä kaksipäiväisellä kurssilla opit kaiken olennaisen, mitä sinun tulee SharePointin sisällöntuotannosta ja -hallinnasta tietää. Me haluamme olla mukana auttamassa sinua luomaan kaikkien aikojen hienointa SharePoint-sivustoa!;False;Productivity;Business Applications;SharePoint;
570016;SharePoint sisällöntuottajalle;12.2.2020;13.2.2020;Online;PDF;SharePointin sisällöntuotantotyökaluissa on tapahtunut paljon uudistuksia viime aikoina. Office 365:n ja SharePoint 2019:n mukana tuleva moderni käyttöliittymä tuo mukanaan uusia työkaluja ja uuden tavan tuottaa sisältöä. Kun haluat päivittää sisällöntuotanto-osaamistasi tai SharePoint on ihan uusi tuttavuus sinulle, niin tällä kaksipäiväisellä kurssilla opit kaiken olennaisen, mitä sinun tulee SharePointin sisällöntuotannosta ja -hallinnasta tietää. Me haluamme olla mukana auttamassa sinua luomaan kaikkien aikojen hienointa SharePoint-sivustoa!;False;Productivity;Business Applications;SharePoint;
570017;SharePoint-leiri;13.1.2020;16.1.2020;Pasila;PDF;Haluatko osata SharePointin kokonaisvaltaisesti? Nyt sinulla on mahdollisuus saada kaikki tarvittava tieto yhdessä viikossa!;False;Productivity;Business Applications;SharePoint;
570019;SharePoint-leiri;13.1.2020;16.1.2020;Online;PDF;Haluatko osata SharePointin kokonaisvaltaisesti? Nyt sinulla on mahdollisuus saada kaikki tarvittava tieto yhdessä viikossa!;False;Productivity;Business Applications;SharePoint;
570020;SharePoint-leiri;9.3.2020;12.3.2020;Pasila;PDF;Haluatko osata SharePointin kokonaisvaltaisesti? Nyt sinulla on mahdollisuus saada kaikki tarvittava tieto yhdessä viikossa!;False;Productivity;Business Applications;SharePoint;
570021;SharePoint-leiri;9.3.2020;12.3.2020;Online;PDF;Haluatko osata SharePointin kokonaisvaltaisesti? Nyt sinulla on mahdollisuus saada kaikki tarvittava tieto yhdessä viikossa!;False;Productivity;Business Applications;SharePoint;
569093;SharePoint dokumentinhallintajärjestelmänä;19.9.2019;20.9.2019;Pasila;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint;
569094;SharePoint dokumentinhallintajärjestelmänä;19.9.2019;20.9.2019;Online;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint;
569514;SharePoint dokumentinhallintajärjestelmänä;10.10.2019;11.10.2019;Pasila;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint;
569515;SharePoint dokumentinhallintajärjestelmänä;10.10.2019;11.10.2019;Online;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint;
568749;SharePoint sivustojen pääkäyttäjälle;12.9.2019;13.9.2019;Pasila;PDF;Tuntuuko, että SharePoint-sivuston toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePoint-sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint;
568750;SharePoint sivustojen pääkäyttäjälle;12.9.2019;13.9.2019;Online;PDF;Tuntuuko, että SharePoint-sivuston toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePoint-sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint;
569817;SharePoint sivustojen pääkäyttäjälle;18.11.2019;19.11.2019;Pasila;PDF;Tuntuuko, että SharePoint-sivuston toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePoint-sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint;
569818;SharePoint sivustojen pääkäyttäjälle;18.11.2019;19.11.2019;Online;PDF;Tuntuuko, että SharePoint-sivuston toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePoint-sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint;
570022;SharePoint sivustojen pääkäyttäjälle;4.3.2020;5.3.2020;Pasila;PDF;Tuntuuko, että SharePoint-sivuston toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePoint-sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint;
570024;SharePoint sivustojen pääkäyttäjälle;4.3.2020;5.3.2020;Online;PDF;Tuntuuko, että SharePoint-sivuston toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePoint-sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint;
568943;Scrum Product Owner;14.10.2019;15.10.2019;Pasila;PDF;Scrum on yksinkertainen, mutta samalla erittäin haastava hallita täysin. Mikäli tuoteomistaja epäonnistuu, epäonnistuu myös Scrum-projekti. Tällä kurssilla opit, kuinka toimit onnistuneesti tuoteomistajana Scrum-projektissa.;True;Technology;Software Development;Agile;
569976;Scrum Product Owner;17.12.2019;18.12.2019;Pasila;PDF;Scrum on yksinkertainen, mutta samalla erittäin haastava hallita täysin. Mikäli tuoteomistaja epäonnistuu, epäonnistuu myös Scrum-projekti. Tällä kurssilla opit, kuinka toimit onnistuneesti tuoteomistajana Scrum-projektissa.;True;Technology;Software Development;Agile;
569977;Scrum Product Owner;20.2.2020;21.2.2020;Pasila;PDF;Scrum on yksinkertainen, mutta samalla erittäin haastava hallita täysin. Mikäli tuoteomistaja epäonnistuu, epäonnistuu myös Scrum-projekti. Tällä kurssilla opit, kuinka toimit onnistuneesti tuoteomistajana Scrum-projektissa.;True;Technology;Software Development;Agile;
569970;Scrum Master ;5.11.2019;6.11.2019;Pasila;PDF;Kuinka kyetä ratkaisemaan ongelmia, joiden olemassaoloa et vielä tiedä? Scrum on kehitetty erityisesti monimutkaisien, tuntemattomien ongelmien ratkaisemiseksi. Tällä kurssilla opit toimimaan muuttuvassa maailmassa, välttämään karikot ja valmentamaan tiimisi työskentelemään fiksusti!;True;Technology;Software Development;Agile;
569973;Scrum Master ;9.1.2020;10.1.2020;Pasila;PDF;Kuinka kyetä ratkaisemaan ongelmia, joiden olemassaoloa et vielä tiedä? Scrum on kehitetty erityisesti monimutkaisien, tuntemattomien ongelmien ratkaisemiseksi. Tällä kurssilla opit toimimaan muuttuvassa maailmassa, välttämään karikot ja valmentamaan tiimisi työskentelemään fiksusti!;True;Technology;Software Development;Agile;
569975;Scrum Master ;10.3.2020;11.3.2020;Pasila;PDF;Kuinka kyetä ratkaisemaan ongelmia, joiden olemassaoloa et vielä tiedä? Scrum on kehitetty erityisesti monimutkaisien, tuntemattomien ongelmien ratkaisemiseksi. Tällä kurssilla opit toimimaan muuttuvassa maailmassa, välttämään karikot ja valmentamaan tiimisi työskentelemään fiksusti!;True;Technology;Software Development;Agile;
568358;Microsoft Intune hallinta;26.9.2019;27.9.2019;Pasila;PDF;Kuinka moderni työasemien ja päätelaitteiden hallintaympäristö kannattaa toteuttaa? Mitä hyötyä pilvipalveluista on? Vieläkö emmit Intunen käyttöönoton kanssa? Eiköhän ole aika ottaa tilanne haltuun!;True;Technology;Infra;System Center and Device Management;
568359;Microsoft Intune hallinta;26.9.2019;27.9.2019;Online;PDF;Kuinka moderni työasemien ja päätelaitteiden hallintaympäristö kannattaa toteuttaa? Mitä hyötyä pilvipalveluista on? Vieläkö emmit Intunen käyttöönoton kanssa? Eiköhän ole aika ottaa tilanne haltuun!;True;Technology;Infra;System Center and Device Management;
569852;Microsoft Intune hallinta;27.11.2019;28.11.2019;Pasila;PDF;Kuinka moderni työasemien ja päätelaitteiden hallintaympäristö kannattaa toteuttaa? Mitä hyötyä pilvipalveluista on? Vieläkö emmit Intunen käyttöönoton kanssa? Eiköhän ole aika ottaa tilanne haltuun!;True;Technology;Infra;System Center and Device Management;
569853;Microsoft Intune hallinta;27.11.2019;28.11.2019;Online;PDF;Kuinka moderni työasemien ja päätelaitteiden hallintaympäristö kannattaa toteuttaa? Mitä hyötyä pilvipalveluista on? Vieläkö emmit Intunen käyttöönoton kanssa? Eiköhän ole aika ottaa tilanne haltuun!;True;Technology;Infra;System Center and Device Management;
